1000
x px y py z pz
4.1487071803e-04 6.6374055311e-03 -1.9491127992e-03 -2.6091628832e-02 -1.9491127992e-03 2.8094387690e-02
2.1179212797e-03 4.3005351833e-02 -1.2039974676e-04 -3.9227728874e-03 -1.2039974676e-04 -1.6372767780e-02
1.2788579835e-04 4.8205000084e-03 -1.6452989011e-03 -3.5732901051e-02 -1.6452989011e-03 -3.1487006673e-02
-1.2489026745e-03 -3.5656339053e-02 6.0494859278e-04 1.5474884835e-02 6.0494859278e-04 -3.5705612810e-02
6.3454002754e-05 1.1770500519e-03 -6.8038082126e-05 -4.3665104023e-04 -6.8038082126e-05 6.0325981035e-02
-9.0385014245e-04 -3.5931843524e-02 1.4763632078e-04 4.1499821784e-03 1.4763632078e-04 3.3673666114e-02
-2.0833287834e-03 -4.9162875054e-02 4.1140223734e-04 1.2288724227e-02 4.1140223734e-04 -4.1901052203e-03
-2.5148639320e-03 -2.6229619454e-02 -6.7606864171e-04 -6.2725333404e-03 -6.7606864171e-04 -1.4871379930e-02
1.0572759977e-03 4.5199089669e-02 -1.0237894866e-03 -3.7290491006e-02 -1.0237894866e-03 -1.9486107495e-02
-9.7881251408e-04 -1.0625531693e-02 -2.7874858529e-04 -2.2750838221e-03 -2.7874858529e-04 -3.7188432209e-02
3.4390749669e-04 5.8704167369e-03 1.3397236193e-03 1.7727073255e-02 1.3397236193e-03 3.6239781441e-02
-1.1390540418e-04 4.3931208409e-04 7.9277499931e-04 3.1226324191e-02 7.9277499931e-04 4.2694189679e-02
-1.0128695554e-03 -4.0608582235e-02 -5.9053825930e-04 -1.7807109301e-02 -5.9053825930e-04 -9.2869344116e-03
-1.6048934814e-03 -5.1661176728e-02 -8.3380979421e-04 -2.4318083772e-02 -8.3380979421e-04 1.2908132852e-02
-8.3604360671e-04 -2.6416204007e-02 9.8697552598e-04 2.6567107996e-02 9.8697552598e-04 -3.0336080963e-02
-1.1888599288e-03 -2.4893982459e-02 -1.9211948155e-03 -4.4153705012e-02 -1.9211948155e-03 8.9041856609e-03
5.6607295323e-04 2.4094918427e-02 8.0598535884e-04 3.4169600300e-02 8.0598535884e-04 5.0503584940e-03
-2.1925076411e-03 -4.5117067915e-02 4.5699916876e-04 1.1635581279e-02 4.5699916876e-04 -1.2557557047e-03
-1.7070168406e-03 -3.3722237325e-02 -1.7278530282e-03 -3.3174760829e-02 -1.7278530282e-03 1.0078826151e-02
2.2701509415e-03 4.3311101729e-02 -4.6523272721e-04 -9.0481033315e-03 -4.6523272721e-04 1.1830636159e-02
2.4159282172e-03 4.5848704749e-02 1.6227482524e-04 3.0937551718e-03 1.6227482524e-04 4.5871378142e-03
3.4944318103e-04 7.9382939159e-03 -2.1682086508e-03 -5.0128106809e-02 -2.1682086508e-03 6.7057271606e-03
2.6939771327e-04 9.1780254863e-03 -3.5103651273e-04 -1.0795956818e-02 -3.5103651273e-04 -4.2781925970e-02
3.5508212113e-04 1.2725222223e-02 -7.8932087478e-04 -2.5890854318e-02 -7.8932087478e-04 -3.7754496336e-02
1.0673247219e-03 4.1690781991e-02 4.3646101445e-04 1.6315326224e-02 4.3646101445e-04 -2.7703861494e-03
4.6215507819e-04 1.0756998118e-02 -9.4522757379e-04 -2.1774614443e-02 -9.4522757379e-04 4.8974435424e-02
1.3458189680e-03 9.3022016891e-03 2.1632877459e-03 1.5663774925e-02 2.1632877459e-03 -1.4288960785e-02
-1.2897149066e-03 -2.7479034036e-02 9.8022066762e-04 2.1224565406e-02 9.8022066762e-04 3.4336715096e-02
8.6706368826e-04 2.9831225079e-02 -1.5926669425e-03 -4.1057796880e-02 -1.5926669425e-03 -2.3094828385e-02
1.4794600315e-03 3.8991110146e-02 -4.9754131945e-04 -1.4559905544e-02 -4.9754131945e-04 3.3080253702e-02
-2.4184274727e-03 -4.0819205957e-02 -9.7227221961e-04 -1.7416491652e-02 -9.7227221961e-04 1.8421579072e-03
-8.5000029180e-04 -2.8841940709e-02 -9.8000591113e-04 -3.0363614441e-02 -9.8000591113e-04 3.7497329750e-02
-1.3835079039e-04 -3.1895706370e-03 2.2145858170e-03 5.3414068863e-02 2.2145858170e-03 2.1298455909e-03
1.0143495227e-04 3.4062303606e-03 1.4461872522e-03 3.6066296158e-02 1.4461872522e-03 4.0120378632e-02
6.6538810800e-04 2.7185608034e-02 -8.9777918653e-04 -3.5883350737e-02 -8.9777918653e-04 2.2819414260e-02
6.9966816610e-04 5.0640936566e-03 -1.0997848201e-03 -7.8983201743e-03 -1.0997848201e-03 2.5433016157e-02
-1.3350350936e-03 -5.7752535860e-02 4.2781375773e-04 1.3881120260e-02 4.2781375773e-04 1.5631239270e-02
-1.2243058013e-03 -1.6750108344e-02 2.4961403280e-03 3.4953089371e-02 2.4961403280e-03 2.6163573342e-03
6.0592458210e-04 2.3871977908e-02 -1.6015612908e-04 -5.6305828942e-03 -1.6015612908e-04 1.5428123328e-02
5.7461778760e-04 1.5327221281e-02 -2.0419855119e-03 -5.0111237297e-02 -2.0419855119e-03 -6.2675436270e-03
1.5916106890e-04 4.4552913943e-03 1.7934163410e-03 3.5416452869e-02 1.7934163410e-03 3.3082140098e-02
2.8123722870e-03 3.4167105177e-02 -6.9329166391e-04 -7.2455234184e-03 -6.9329166391e-04 6.0010634200e-03
-2.0614098172e-03 -3.4686324033e-02 -6.1833179163e-04 -9.9100508227e-03 -6.1833179163e-04 2.3912141662e-02
2.8497991048e-05 3.2883504818e-03 4.9934091770e-04 1.9322602078e-02 4.9934091770e-04 1.9141900364e-02
-1.3292591555e-03 -4.4239524228e-02 -4.1258528748e-04 -1.0429119494e-02 -4.1258528748e-04 -2.8879805919e-02
-2.3287788367e-03 -4.8624967290e-02 1.4285072570e-04 1.6707834244e-03 1.4285072570e-04 -9.1309405140e-03
-1.5552188679e-03 -3.3440698728e-02 -1.4574670998e-03 -3.0802478664e-02 -1.4574670998e-03 -1.7466198654e-02
-9.5640094835e-04 -2.3580524065e-02 -1.4129597097e-03 -3.7663360075e-02 -1.4129597097e-03 -2.6674949709e-02
1.4411045547e-04 1.0860284313e-02 3.2414420701e-04 1.2632765034e-02 3.2414420701e-04 2.5409591936e-02
1.0587934005e-03 3.6400629839e-02 -2.3926656813e-04 -5.9918442188e-03 -2.3926656813e-04 3.0875113844e-02
1.2644413750e-03 3.0358539311e-02 -1.1420662738e-04 1.1047748798e-03 -1.1420662738e-04 3.9763354554e-02
-2.3554377608e-03 -4.3805126996e-02 -6.7056699128e-04 -1.1622924394e-02 -6.7056699128e-04 -4.1617259687e-03
9.8965349220e-04 3.3464677129e-02 3.2152788933e-04 1.4215428415e-02 3.2152788933e-04 3.4628842346e-02
-1.0186902156e-03 -3.6926608386e-02 1.5036283467e-03 4.8269251081e-02 1.5036283467e-03 1.7453139664e-02
-2.6491019243e-03 -2.5345769758e-02 -1.4362850373e-03 -1.3576694869e-02 -1.4362850373e-03 1.0203610875e-02
-1.4002215617e-04 -3.5846316301e-03 -2.7893259940e-05 2.3419954410e-03 -2.7893259940e-05 6.1457731599e-02
3.9233703871e-04 1.5253676256e-02 7.7665834792e-04 2.3358801309e-02 7.7665834792e-04 5.0401261697e-02
-1.9128552150e-03 -3.3790434025e-02 -1.3024217405e-03 -2.1862294254e-02 -1.3024217405e-03 2.0573793857e-02
1.1131938630e-03 4.2988287052e-02 -7.0967021818e-04 -2.7725342223e-02 -7.0967021818e-04 5.5905526520e-03
4.4291677493e-04 4.2864280062e-03 -1.9808672825e-03 -1.9808865932e-02 -1.9808672825e-03 -2.0091329247e-02
-3.1245481034e-03 -2.5531249654e-02 -1.1256105289e-03 -7.5493645234e-03 -1.1256105289e-03 -2.9796022931e-03
1.0018051330e-03 2.9063205763e-02 -6.5146696082e-04 -1.8291335028e-02 -6.5146696082e-04 -3.5301701610e-02
1.9767093316e-03 5.0592866266e-02 -5.2855767411e-04 -1.5331008731e-02 -5.2855767411e-04 5.5994205335e-03
-2.0004782520e-03 -4.7282574596e-02 -8.1670778249e-04 -1.8923012695e-02 -8.1670778249e-04 -1.2196648296e-03
4.3159885648e-04 1.9912628724e-02 3.4829237243e-04 1.4691192990e-02 3.4829237243e-04 3.5262532701e-02
-1.2480531616e-03 -4.7363154076e-02 -5.4170363132e-04 -1.7641185028e-02 -5.4170363132e-04 2.3754926927e-02
-1.0574161042e-03 -3.4908807598e-02 -1.2717432634e-03 -4.4642549657e-02 -1.2717432634e-03 -1.2632113160e-02
-1.6118871821e-03 -5.0720355736e-02 1.0981521792e-03 2.9305278170e-02 1.0981521792e-03 2.6715445638e-04
-8.7992373445e-04 -1.9605487095e-02 1.7569759536e-03 3.3102095842e-02 1.7569759536e-03 2.6110575889e-02
-7.0117767759e-04 -7.7225072576e-03 -2.3273315225e-03 -2.6749792064e-02 -2.3273315225e-03 2.1412613747e-02
8.0977574948e-04 2.3628860353e-02 -1.2200054808e-03 -3.6873074441e-02 -1.2200054808e-03 3.5870706279e-02
-1.9535134682e-03 -5.3151154656e-02 -2.4249671426e-04 -4.1471346623e-03 -2.4249671426e-04 8.8964521666e-03
8.4376093604e-05 1.2002360261e-03 1.1752838899e-03 2.8788948153e-02 1.1752838899e-03 -4.3526808845e-02
-1.5110542562e-03 -4.7038149298e-02 5.8370152810e-04 1.7971362801e-02 5.8370152810e-04 3.3166016671e-02
-4.0241144574e-04 -1.0406101486e-02 -2.1063906448e-05 3.8010762101e-03 -2.1063906448e-05 -3.7686217751e-02
-1.5558895894e-03 -4.3833642708e-02 -8.4624275723e-04 -2.0948978477e-02 -8.4624275723e-04 2.8736482966e-02
2.1361038250e-03 4.6852868687e-02 -2.0602689502e-04 -7.2612761692e-03 -2.0602689502e-04 -5.1465053399e-03
-9.2903139375e-04 -1.5894085892e-02 -2.2838446419e-05 4.5635889232e-03 -2.2838446419e-05 -3.8688641903e-02
2.3704537585e-04 1.0058169087e-02 -2.8300029391e-04 -5.9502496700e-03 -2.8300029391e-04 -1.2136628582e-02
-1.5736128232e-03 -3.7896323335e-02 1.5165242462e-03 3.3622564304e-02 1.5165242462e-03 1.3293198332e-02
8.5187407336e-04 3.4564161829e-02 1.2445959253e-04 4.4139122123e-03 1.2445959253e-04 1.1835176424e-02
1.7008661522e-03 4.0670677105e-02 5.3201139285e-06 2.5322799980e-03 5.3201139285e-06 3.2381707152e-02
2.3638122818e-04 9.2011525545e-03 -5.0294307942e-04 -1.4898855571e-02 -5.0294307942e-04 -3.0769062052e-02
1.2909621029e-04 -6.1654785702e-04 8.8876369606e-04 2.3892086754e-02 8.8876369606e-04 -3.5830437322e-02
1.4764632638e-03 1.1909363070e-02 6.8119901797e-04 6.4122045649e-03 6.8119901797e-04 -2.2137215636e-02
-2.5915978278e-03 -3.4519409414e-02 2.1595950021e-05 -6.8579456799e-04 2.1595950021e-05 1.4116914189e-02
-2.6189985846e-03 -2.9421831307e-02 3.3944866803e-04 4.9043633582e-03 3.3944866803e-04 1.5928899059e-02
3.4542289424e-04 1.3650536371e-02 1.5624500038e-03 4.8147441863e-02 1.5624500038e-03 -7.7257115736e-03
-7.3166740778e-04 -1.6261320937e-02 -5.7507673030e-04 -1.2182575245e-02 -5.7507673030e-04 5.1693032314e-02
2.0913802850e-04 2.7377669726e-03 1.1244359022e-03 2.9201520493e-02 1.1244359022e-03 -4.3052424805e-02
1.2695226349e-03 4.4017222049e-02 -8.3395160695e-04 -3.1013442551e-02 -8.3395160695e-04 1.6559002015e-03
-1.0713145327e-03 -2.1525320214e-02 -6.1664740391e-04 -1.1086174533e-02 -6.1664740391e-04 4.6528884094e-02
-1.6851847552e-03 -4.0872088950e-02 2.1525865415e-04 7.5905985421e-03 2.1525865415e-04 3.2910454283e-02
4.8790582788e-04 2.0322699129e-02 3.4837806615e-04 1.3974761850e-02 3.4837806615e-04 2.9213087138e-02
-8.9331255065e-04 -1.9397395206e-02 -3.6374934009e-04 -2.1713181121e-03 -3.6374934009e-04 -3.9684315948e-02
9.0489400952e-05 2.2102281168e-03 -2.2219682346e-03 -3.1875410441e-02 -2.2219682346e-03 2.5291735915e-02
1.7328233663e-03 4.6484245950e-02 4.0890553867e-04 7.4615293745e-03 4.0890553867e-04 -1.8980535247e-02
-7.4438834543e-04 -1.5426782234e-02 -1.5955995116e-03 -3.2545071947e-02 -1.5955995116e-03 3.9191271360e-02
-1.2019585324e-03 -1.3458262171e-02 -8.2001633551e-04 -8.7909458888e-03 -8.2001633551e-04 3.4073447169e-02
4.2952347097e-04 1.4657208220e-02 -1.8042385119e-03 -5.2432288015e-02 -1.8042385119e-03 1.8264739227e-02
5.1630815636e-05 6.8966376133e-03 -7.9083301063e-04 -2.6321095085e-02 -7.9083301063e-04 -4.8034255013e-03
-8.5471468789e-05 -9.9196689419e-04 1.7115697362e-03 2.6028059824e-02 1.7115697362e-03 -2.8195327076e-02
1.1513928925e-03 1.8815772132e-02 -2.2362104695e-03 -3.4012449864e-02 -2.2362104695e-03 4.1276415226e-03
3.3144915211e-04 1.1757499646e-02 1.3217980742e-03 3.7476032156e-02 1.3217980742e-03 3.5631968642e-02
6.5945069711e-04 2.8532521747e-02 -1.3736293705e-03 -4.7207185590e-02 -1.3736293705e-03 -1.8527177081e-02
-6.0118097763e-05 9.9913136821e-04 -1.0415601639e-03 -2.7782336147e-02 -1.0415601639e-03 -3.9848961151e-02
-7.5027209528e-04 -2.2698884776e-02 1.3311677821e-03 3.9217055568e-02 1.3311677821e-03 -2.5315683641e-02
1.7671074499e-03 5.2984753147e-02 -4.1250271775e-04 -1.3966491882e-02 -4.1250271775e-04 1.1469799931e-02
1.8533745552e-04 7.1969011934e-03 -1.8083711166e-03 -4.1296729226e-02 -1.8083711166e-03 2.9820685686e-02
